銘柄コード,銘柄名,現在株価,時価総額(億円),PER,PBR,自己資本比率(%),流動資産,負債合計,投資有価証券,発行済株式数,Netキャッシュ,1株ネットキャッシュ,ネットキャッシュ比率,乖離率(%),欠損項目,エラー
4318.T,クイック,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4331.T,テイクアンドギヴ・ニーズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4320.T,ＣＥホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4334.T,ユークス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4343.T,イオンファンタジー,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4335.T,ＩＰＳホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4344.T,ソースネクスト,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4345.T,シーティーエス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4347.T,ブロードメディア,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4346.T,ＮＥＸＹＺ．Ｇｒｏｕｐ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4337.T,ぴあ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4341.T,西菱電機,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4351.T,山田再生系債権回収総合事務所,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4350.T,メディカルシステムネットワーク,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4356.T,応用技術,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4369.T,トリケミカル研究所,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4368.T,扶桑化学工業,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4360.T,マナック・ケミカル・パートナーズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4362.T,日本精化,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4365.T,松本油脂製薬,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4361.T,川口化学工業,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4366.T,ダイトーケミックス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4370.T,モビルス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4371.T,コアコンセプト・テクノロジー,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4377.T,ワンキャリア,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4374.T,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4372.T,ユミルリンク,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4373.T,シンプレクス・ホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4376.T,くふうカンパニーホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4375.T,セーフィー,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4378.T,ＣＩＮＣ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4382.T,ＨＥＲＯＺ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4387.T,ＺＵＵ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4386.T,ＳＩＧグループ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4380.T,Ｍマート,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4379.T,Ｐｈｏｔｏｓｙｎｔｈ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4381.T,ビープラッツ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4385.T,メルカリ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4388.T,エーアイ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4390.T,ＩＰＳ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4389.T,プロパティデータバンク,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4391.T,ロジザード,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4392.T,ＦＩＧ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4396.T,システムサポートホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4395.T,アクリート,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4394.T,エクスモーション,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4393.T,バンク・オブ・イノベーション,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4397.T,チームスピリット,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4401.T,ＡＤＥＫＡ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4406.T,新日本理化,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4404.T,ミヨシ油脂,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4403.T,日油,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4398.T,ブロードバンドセキュリティ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4410.T,ハリマ化成グループ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4409.T,東邦化学工業,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4413.T,ボードルア,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4412.T,サイエンスアーツ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4418.T,ＪＤＳＣ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4414.T,フレクト,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4415.T,ブロードエンタープライズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4419.T,Ｆｉｎａｔｅｘｔホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4417.T,グローバルセキュリティエキスパート,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4416.T,Ｔｒｕｅ　Ｄａｔａ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4420.T,イーソル,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4422.T,ＶＡＬＵＥＮＥＸ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4421.T,ディ・アイ・システム,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4429.T,リックソフト,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4424.T,Ａｍａｚｉａ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4425.T,Ｋｕｄａｎ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4426.T,パスロジ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4427.T,ＥｄｕＬａｂ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4428.T,シノプス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4437.T,ｇｏｏｄｄａｙｓホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4432.T,ウイングアーク１ｓｔ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4430.T,東海ソフト,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4433.T,ヒト・コミュニケーションズ・ホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4438.T,Ｗｅｌｂｙ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4431.T,スマレジ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4434.T,サーバーワークス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4436.T,ミンカブ・ジ・インフォノイド,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4445.T,リビン・テクノロジーズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4441.T,トビラシステムズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
